id|city|osex|cyear|quality|year|buyer.fname|buyer.lname|buyer.ethnicity|buyer.gender|buyer.age|buyer.nationality|house.type|size|n.rooms|n.bathrooms|price
PT-606|Lagos|Male|2007|High|2015|Shamaja|Uzor|3|1|38|UK|Apartamento|318.86|4|4|497
PT-1099|Lagos||2012|Very High|2019|Jephonique|Wilson|3|1|62|Portugal||319.7|4|3|684
PT-756||Male||High|2015|Harshwinder|Siminoe|2|1|62||Vivenda|286.31|4|4|664
PT-1044|Porto|Male|1980|Very High|2019|Sarah|Jones|1|1|43|UK|Quinta|256.51|4|3|492
PT-232|Porto|Female|1998|High|2023|Theo|John|1|0|58||Vivenda|342.34|4|3|531
PT-740|Faro|Male|2001|High|2019|Whispar|Wilkins|3|1|41|USA|Vivenda|271.17|4|1|608
PT-105|Coimbra||2016|Very High|2017|India|Foster|1|1|42|Portugl|Apartamento|290.03|4|2|458
PT-950|Porto||||2018|Cori|Coons|5|1|61|PT|Vivenda|225.17|4|1|573
PT-518|Lagos||2016|High|2019|Drew|Cousins|5|0|61|EUA|Apartamento|270.43|4|2|738
PT-342|Proto|Female|1999|High|2022|Jayda|Jensen|3|1|48|Prt|Quinta|197.28|4|2|577
PT-1180|Porto|Male|1995|High|2018|Mishaari|al-Faraj|6|0|19|EUA|Vivenda|336.12|4|2|710
PT-465|Lx|Male|2004||2023|Tiffine|Cunningham|1|1|51|United States of America|Vivenda|290.76|4|4|675
PT-737|Lisboa|Female|2017|High|2017|Azmi|el-Hosein|6|0|53|Portugl|Vivenda|222.13|4|4|595
PT-555|Proto|Female|2012|High|2015|Mumtaaza|al-Semaan|6|1|45|Pt|Apartamento|234.33|4|1|635
PT-859|PORTO||2016|High|2017|Kaatima|al-Sinai|6|1|35|Portugal||97.33|4|2|629
PT-56|Lisboa|Male|2005|High|2017|Sienna|Black|2|1|47|England|Quinta|118.69|4|3|587
PT-969|LISBOA|Female|2000|High|2021|Jordan|Chavez|1|0|60|Prt|Quinta|299.3|4|3|617
PT-128|Lisboa|Male|2003|Very High|2019|Anthony|D'Almeida|3|0|59|Pt|Vivenda|217.1|4|2|661
PT-994|Coimbra|Female|1920|Very High|2020|Nicholas|Ramirez|4|0|45|England|Apartamento|266.63|4|1|548
PT-1349|LISBOA|Female|1980|High|2018|Edgar|Batres|4|0|64|ENGLAND|Apartamento|192.58|4|1|616
PT-502|LISBOA||||2018|Nicolai|Ouphasakda|2|0|62|United States of America|Vivenda|188.86|4|1|631
PT-1232|Lisboa|Female|2001||2015|Micheal|Macauley|4|0|54|UK|Apartamento|205.38|4|3|652
PT-1089|Lisboa||2001|High|2015|Brodee|James|5|0|67|Portugal|Apartamento|254.01|4|4|739
PT-193|Lisboa|Male|2015|High|2019|Ana|Singh|2|1|51|Pt|Apartamento|186.18|4|3|633
PT-414|LISBOA|Male|1996||2016|Brandon|Willmann|5|0|52|USA|Vivenda|298.8|4|4|645
PT-413|LISBOA|Male|1997|Low|2018|Yeng|Francin|2|0|41|Portugl|Apartamento|93.05|4|3|533
PT-1363|Lagos|Female||High|2017|Saood|el-Abdou|6|0|45|UK||119.57|4|2|627
PT-752|Porto||2017|Medium|2021|Dan|Abdalla|3|0|49|Portugal|Vivenda|223.46|4|3|592
PT-783|Lisboa|Male|2012||2018|Nathaniel|Schneider|5|0|29|England|Apartamento|292.06|4|1|560
PT-1145|Faro|Male|1999|High|2021|Brittney|Fernandez|4|1|38|England|Quinta|120.33|4|3|603
PT-277|Proto|Male|2007|High|2019|Xavier|Rogers|3|0|18|United States of America|Apartamento|168.78|4|2|594
PT-206||Male|2002|Low|2023|Jasmine|Bajwa|2|1|63|Portugl||319.62|4|3|598
PT-1248|Lagos||2014||2023|Sahar|al-Khalid|6|1|82|PT|Apartamento|294.31|4|3|632
PT-463||Male||High|2017|Anthony|Bailey|3|0|40|Portugl|Apartamento|295.44|4|3|566
PT-563|Lagos|Female|1900|High|2022|Gabriella|Kazakov|5|1|50|Pt|Apartamento|153.82|4|3|553
PT-784|Porto|Female|2003|High|2021|Rashawnya|John III|1|1|48|ENGLAND|Vivenda|161.26|4|3|596
PT-1025|Lagos||2000||2016|Dah'Som|Melonas|1|0|62|Portugl|Apartamento|108.7|4|4|547
PT-333||Male||High|2017|Shanese|Turnbough|3|1|56||Apartamento|206.04|4|3|564
PT-142||Female|1999|High|2019|Shawn|Hildebrand|1|0|50|UK|Vivenda|343.92|4|2|608
PT-101|Porto|Female|1996||2021|Ghuzaila|al-Shahid|6|1|29|England||177.66|4|3|631
PT-897|Faro|Female|1995||2016|Angele|Anderson|5|1|24|||110.18|4|4|582
PT-202|Coimbra|Female|2006|High|2021|Leilani|Atkinson|1|1|34|England|Apartamento|135.72|4|3|629
PT-29|Faro|Female|1999|Low|2020|Chanse|Marsh|1|0|11|PT|Apartamento|211.13|4|4|572
PT-866||Female|2014|High|2016|Julia|Kim|2|1|42|USA||308.46|4|3|676
PT-590|PORTO||2014|Perfect|2021|Stephen|Coutu|1|0|17|Portugal|Apartamento|97.73|4|3|526
PT-1307|Coimbra|Female|1980|High|2022|Breanne|Jenkins|3|1|46|England||109.05|4|1|644
PT-847|Lisboa||1997|High|2018|Kelsey|Norris|5|1|29|USA|Quinta|305.81|4|1|588
PT-679|Proto|Male|2013||2015|Daylamae|Romero|1|1|44||Quinta|293.9|4|3|617
PT-165|Lisboa||2012|High|2018|Kathryn|Russell|3|1|21|EUA||332.54|4|1|525
PT-267|Proto||2016|High|2023|Ulises|Rodriguez Gonzalez|4|0|46|Portugal|Apartamento|344.17|4|3|508
PT-396|Lisboa|Female|2006|High|2015|Jordan|Medicine Bear|1|0|32|PT|Vivenda|186.22|4|30|579
PT-344||Male|1996|Perfect|2016|Nevin|Ho|2|0|75|Prt|Apartamento|345.8|4|3|561
PT-132|Lx|Female|2005|High|2020|Jeremy|Nunez Jr|4|0|6|Portugal|Vivenda|342.05|4|1|645
PT-95|Lisboa||2013|High|2019|Ricardo|Nees|4|0|54|United States of America|Apartamento|344.49|4|2|569
PT-1377|Coimbra|Female|2005|Perfect|2017|Reanna|Wade|3|1|52||Vivenda|286.15|4|2|637
PT-1190|Lx|Male|2007|Medium|2020|Shahaama|al-Daoud|6|1|52|Portugal||173.58|4|1|576
PT-116|Lx|Male|1950|High|2022|Arhab|al-Ayoob|6|0|58|Portugl|Quinta|280.93|4|2|599
PT-147|LISBOA||1996|Very High|2015|Geraldine|Powell|5|1|39||Vivenda|245.32|4|1|620
PT-572|Proto|Female||High|2023|David|Johnson|3|0|56|PT|Vivenda|325.2|4|3|622
PT-1243|Faro||1996|Low|2019|Juston|Southern|3|0|50|United States of America||277.21|4|2|486
PT-158|Lisboa|Male|2000||2023|Carson|Petersen|1|0|71|PT|Vivenda|218.99|4|3|591
PT-1266|Porto||2015|Very High|2021|Kiana|Porter|3|1|43|Portugal|Vivenda|311.73|4|1|597
PT-21|Lisboa|Female|1997|Very High|2019|Danica|Kills In Sight|1|1|40|Prt|Quinta|281.86|4|2|625
PT-633|LISBOA|Male|1997|High|2021|Samuel|Kamerzell|5|0|43|United States of America|Apartamento|301.73|4|3|626
PT-669|Lisboa|Female|2003||2019|Dayzia|Calvo|4|1|12|||327|4|2|611
PT-31|Portimão|Male|2002|Perfect|2021|Abeer|el-Matin|6|1|31|PT|Apartamento|343.2|4|3|568
PT-287|Porto|||Perfect|2015|Austin|Calderon|4|0|50|Portugal|Quinta|133.84|4|2|592
PT-704|Lagos|Female|1997||2018|Sean|Lantz|5|0|38|PT|Vivenda|97.3|4|4|684
PT-6|Lagos|Male|1960|High|2021|Danielle|Asberry|3|1|48|Portugal|Quinta|197.89|4|2|595
PT-60|Proto|Female|1960||2019|Casey|Reimondo|5|1|52|EUA|Apartamento|213.4|4|30|671
PT-998|LISBOA||2000||2018|Jonathan|Pohl|2|0|34|USA|Vivenda|337.73|4|4|602
PT-1400||Female|1980|Medium|2019|Cody|Parks|3|0|85|USA|Vivenda|162.16|4|2|655
PT-1292|Lisboa|Female||High|2017|Kree|Cruz|1|1|17|England|Quinta|180.37|4|2|595
PT-894|Porto|Male|2003|High|2020|Djaye|Montgomery|3|0|70|UK||225.64|4|4|633
PT-138|LISBOA|Male|2015|High|2023|Tanner|Horton|5|0|48|Portugl|Quinta|333.29|4|3|625
PT-77|||2015|High|2020|Morgan|Weiss|5|1|36|United States of America|Apartamento|338.9|4|1|624
PT-1330||Male|2015||2022|Margaret|Griffin Zavala|4|1|21||Apartamento|188.77|4|3|665
PT-970|Lisboa|Female|2007|High|2015|Taahir|al-Shehata|6|0|54|Prt|Vivenda|151.05|4|2|676
PT-245|Porto|Female|1999|High|2019|Alexandra|Cart|5|1|52|Portugal||220.46|4|3|615
PT-757|Porto|Female|2015||2023|Fernando|Mascarenas|4|0|14|||101.21|4|2|567
PT-1226|Coimbra|Male|1975|High|2015|Simone|Annan|3|1|49|ENGLAND|Apartamento|171.84|4|4|568
PT-839|Coimbra|Female|2008||2019|Fikriyya|al-Elbaz|6|1|49|Portugl|Apartamento|309.26|4|3|645
PT-707|Portimão||2008|High|2017|Ariana|Marquez|1|1|20||Apartamento|277.03|4|2|609
PT-641|Faro||2015|High|2022|Danacia|White|3|1|59|Portugal|Quinta|211.48|4|2|664
PT-873|||1975|Perfect|2017|Hien|Monson|2|0|77|UK|Vivenda|110.2|4|3|599
PT-214|Proto|Female|2005|High|2018|Joshua|Johnson|3|0|51|Portugl|Vivenda|176.9|4|4|656
PT-1080|Faro|Female|1900|High|2022|Shaimaaa|el-Yousef|6|1|55|Pt|Vivenda|291.93|4|4|565
PT-990|Porto|Male|2016|Perfect|2017|Darius|Carter|3|0|40|Pt|Quinta|302.08|4|1|654
PT-1119|Proto|Male||High|2021|Zainab|el-Farrah|6|1|34|Portugl|Vivenda|188.81|4|4|565
PT-113|||2003|Very High|2021|Najlaa|el-Akbari|6|1|60|England|Quinta|176.75|4|2|694
PT-130|Lagos|Female|1900|High|2017|Kevin|Lai|2|0|45|Portugal|Quinta|251.57|4|1|474
PT-364|Faro||1900|Medium|2015|Diamond|Jackson|3|1|45|England|Apartamento|187.84|4|1|647
PT-809|Porto|Female|2007||2016|Ezra|Pavisook|1|0|58|PT|Apartamento|237.24|4|4|621
PT-481|Portimão||2017|Very High|2022|Joshua|Brown-Davis|5|0|24|Prt|Quinta|246.17|4|2|557
PT-1350|Proto|Female|1998|High|2022|Joseph|Dickerson|3|0|60|Portugal|Quinta|241.18|4|4|585
PT-354|Faro||1950|Low|2016|Vincent|Vang|2|0|28||Vivenda|217.01|4|2|684
PT-732|Lisboa||1950|Medium|2021|Pablo|Urbina|4|0|32|USA||294.81|4|4|672
PT-1202|Faro|Male|2002|High|2021|Michael|Shoemate|5|0|64|UK|Quinta|199.57|4|3|573
PT-1012||||High|2021|Abdul Baari|al-Elamin|6|0|24|UK|Apartamento|210.9|4|4|583
PT-550|Faro|Male|1980|High|2021|Dilkush|Yoshimiya|2|1|72|United States of America|Quinta|184.82|4|3|588
PT-185|PORTO||2014|High|2017|Wallis|Oakley|2|1|57|EUA|Apartamento|146.11|4|3|466
PT-1234|LISBOA|Female|1995|High|2017|Anbara|al-Khalili|6|1|92||Vivenda|279.9|4|4|509
PT-266||Male||Perfect|2023|Jonah|Osby|3|0|40|Prt|Quinta|333.99|4|2|534
PT-1303|Lx||2000|Very High|2015|Taylor|Moctezuma|4|0|51|Portugal|Apartamento|166.36|4|3|607
PT-1213|PORTO|Female|1950|High|2015|Cheyenne|Cloud|1|1|49|USA|Apartamento|128.91|4|3|603
PT-48|Faro|Male|2003|High|2021|Tosha|Moonlight|1|1|65|ENGLAND|Vivenda|185.39|4|4|626
PT-1208||Female|1998|High|2015|Daniel|Garza|4|0|54|||236.92|4|1|599
PT-670|Coimbra|Female|2002|High|2017|Donna|Jones|5|1|39||Apartamento|287.09|4|2|631
PT-1223||Male|2012|High|2018|Cristina|Munoz|4|1|18|England|Apartamento|318.83|4|2|584
PT-1275|Lagos||1950|Low|2018|Skye|Naylor|1|0|42|Pt|Apartamento|316.65|4|3|558
PT-501|||2015|High|2017|Kyle|Carpenter|5|0|24|Portugl|Vivenda|266.67|4|4|625
PT-1324|Coimbra||2005||2015|Duncan|Kim|2|0|37||Vivenda|241.59|4|3|647
PT-464|PORTO|Female|2006|High|2023|Breanna|Chavez|4|1|29|Portugal|Apartamento|263.55|5|3|756
PT-12|Lisboa||2002|High|2020|Makelsii|Davis|3|1|58|England|Vivenda|188.09|5|1|710
PT-1073|Coimbra||1998||2023|Alanna|Johnson|1|1|45|Portugal|Vivenda|162.91|5|4|699
PT-415|Lx|Male|1997|Perfect|2020|Shafeeq|al-Selim|6|0|45|Prt||155.12|5|1|660
PT-1184|Portimão|Male|1950||2015|Lacey|Ortiz Johnson|5|1|57|Prt|Quinta|152.41|5|4|824
PT-868|Lagos||1920|Perfect|2016|Calvin|Guerrero|4|0|64|EUA|Apartamento|192.87|5|3|716
PT-1317|Lx|Female|2017|High|2016|Nabeeh|el-Matin|6|0|48||Vivenda|220.14|5|1|709
PT-1079||Female|1975|High|2018|Michael|Wheeler|3|0|51||Quinta|179.1|5|2|849
PT-391|Lisboa|Male|1999|High|2020|Margaret|Townsley|5|1|31|EUA||210.02|5|4|679
PT-1270|Lisboa|Male|1975||2020|Nawfal|al-Jaffer|6|0|14|Portugal||330.53|5|3|755
PT-1260|Lx|Female|1950|Perfect|2020|Kathryn|Chester|1|1|77|Portugl|Apartamento|97.22|5|2|796
PT-1305|Portimão||2017|Low|2015|Anas|el-Shehata|6|0|48||Apartamento|206.08|5|3|757
PT-358|||1980|High|2015|Joshua|White|1|0|44|Pt|Vivenda|179.08|5|3|723
PT-68|Lisboa|Male|1995|Medium|2022|Suhail|el-Aydin|6|0|61|England|Apartamento|238.34|5|2|791
PT-443||Female|2012||2016|Kimyen|Huck|2|1|57|EUA|Apartamento|100.61|5|4|708
PT-178|Lisboa|Female|2014|Perfect|2017|Haala|el-Imam|6|1|39|Prt||164.84|5|2|807
PT-1032|Lisboa|Female||High|2023|Saamiqa|el-Zahra|6|1|51|Pt|Apartamento|290.14|5|1|781
PT-647|Faro|Male|2002|Low|2020|Shajee'a|al-Aslam|6|1|38|England|Apartamento|248.65|5|3|649
PT-715|Lisboa|Male|2012|Very High|2016|Damian|Bird|1|0|51|ENGLAND|Apartamento|217.82|5|2|766
PT-182|Lisboa|Female||High|2015|Patrick|King|5|0|50|Portugal|Quinta|117.46|5|2|906
PT-1236|Coimbra|Male|1920|High|2019|Celine|Mendoza-Santellano|4|1|45|Pt|Apartamento|176.89|5|4|708
PT-19|||2017|High|2017|Brittany|Cabral|1|1|55||Apartamento|274.14|5|2|746
PT-240|Lisboa|Male|1980|Low|2017|Brandon|Adhikari|2|0|49|Pt||282.9|5|3|685
PT-1048|Lisboa||2003|Medium|2021|Marleni|Garcia|4|1|44|Portugl|Vivenda|150.46|5|30|781
PT-1164|Lisboa|Female|1975|Low|2016|Zakkary|Herrera|1|0|38|Portugal|Quinta|312.24|5|4|644
PT-1343|Proto|Male|2003|High|2022|Brittany|Dellacroce|1|1|37|PT|Vivenda|194.87|5|4|747
PT-1161||Male|1920||2017|Taylor|Youngblood|1|1|42|Portugl|Apartamento|194.7|5|1|898
PT-99|Porto|Female|1996|High|2019|Hameeda|el-Rahman|6|1|52|ENGLAND|Apartamento|345.27|5|3|835
PT-921|Lisboa|Male|2005||2016|Bryan|Nguyen|2|0|46|Prt|Vivenda|190.4|5|3|753
PT-1222|Coimbra|Male|2006|Very High|2015|Dominick|Salazar|4|0|39|England|Apartamento|278.77|5|2|733
PT-81|Lisboa|Female|2000|Perfect|2021|Stephen|Amarsaikhan|2|0|60|UK|Vivenda|267.1|5|2|764
PT-909|Lisboa|Female|2016||2018|Deion|Yocum|1|0|34|ENGLAND|Quinta|128.15|5|4|651
PT-1082|Portimão|Male|2017|Perfect|2019|Christopher|Woody|1|0|59|UK||118.43|5|1|736
PT-484||Female|2017|Low|2017|Fat'hi|al-Sultana|6|0|50||Apartamento|186.26|5|3|620
PT-64|Lisboa|Female|1999|High|2017|George|Meredith|3|0|42|England|Apartamento|270.54|5|4|805
PT-1031|||1995||2018|Justin|Shoemake|5|0|70|United States of America|Vivenda|151.27|5|2|826
PT-860|||1996|High|2015|Samuel|Montoya|1|0|48||Apartamento|256|5|3|754
PT-154|Porto|Male|1980|Very High|2023|Autumn|Zaragoza-Madrid|1|1|46|PT|Quinta|211.93|5|2|714
PT-556|LISBOA||1960|High|2022|Khatlyn|Nguyen|2|1|41|||184.36|5|1|660
PT-293|Lisboa|Female||High|2017|Justin|Burham|5|0|48|ENGLAND|Apartamento|103.86|5|3|619
PT-1346|LISBOA||2001|Perfect|2018|Nicolas|Rodriguez-Hernandez|4|0|67|Pt|Quinta|178.97|5|3|807
PT-599|Lisboa||2014|High|2022|Junbian|Okazaki|2|0|34|England|Quinta|184.11|5|4|643
PT-999|Lisboa|Male|2008|High|2019|Briana|Smith|3|1|47|ENGLAND|Quinta|133.15|5|2|654
PT-727|Coimbra|Male|2015|High|2019|John|Warren|1|0|65|EUA|Vivenda|318.09|5|4|708
PT-209|Lisboa|Female|2002|High|2018|Valentina|Atencio|4|1|23|Prt||293.31|5|2|751
PT-729|LISBOA||2000|Low|2023|Musfira|al-Sadiq|6|1|39|Portugal|Vivenda|158.46|5|2|830
PT-671|Proto|Female||Medium|2022|Michael|Bolton|5|0|35|Portugal|Apartamento|343.36|5|3|718
PT-1206|Lagos|Male|1999|Medium|2019|Carlos|Archuleta|4|0|55||Apartamento|256.76|5|3|752
PT-1169|Lisboa||2013|High|2019|Kuei|Graham|3|1|42||Vivenda|191.11|5|4|668
PT-1154|Lisboa||1996|High|2015|Journey|Curry|3|1|33|USA|Apartamento|249.7|5|1|867
PT-1276|Porto|Male|1997|High|2023|Damon|Devine|3|0|33|England|Vivenda|222.94|5|4|687
PT-216||Female|2001|High|2015|Cameron|Robinson|1|0|59|Portugal|Vivenda|254.69|5|4|767
PT-480|Porto||2017|Medium|2023|Faisal|el-Attar|6|0|52|United States of America|Quinta|273.3|5|2|667
PT-403|Lisboa|Female|1998|Low|2017|Kendall|Peters|5|1|42||Quinta|181.55|5|2|719
PT-322|Faro|||High|2017|Brittany|Purrington|5|1|48|Pt|Apartamento|210.75|5|3|836
PT-87|LISBOA||||2022|Alberto|Sconiers|3|0|65|Pt|Vivenda|349.75|5|3|852
PT-401||Male|1996|High|2023|Olivia|Farren|5|1|55|Prt||345.23|5|3|688
PT-638||||Low|2015|Thaamira|el-Ghazal|6|1|64|EUA|Vivenda|151.12|5|1|690
PT-486|Porto||2007|Very High|2015|Sara|Alderman|2|1|55|PT|Apartamento|270.26|5|4|732
PT-535|Lisboa|Female|2005|Medium|2015|Dylan|Volkland|5|0|54|Pt|Vivenda|151.75|5|3|732
PT-537|Porto||2013|High|2022|Ellena|Li|2|1|48|Portugal|Vivenda|152.68|5|3|619
PT-440|Lisboa|Female|2012||2020|Gillen|Gully|2|0|41|EUA|Vivenda|258.34|5|2|809
PT-807||Male|2014|Very High|2018|Ghazaala|al-Jalil|6|1|36|USA|Vivenda|198.52|5|3|845
PT-169|||1995|Perfect|2019|Brenda|Macedo|4|1|63|UK|Vivenda|236.21|5|3|655
PT-927|Lisboa||1980|High|2023|Cante|Archuleta|1|1|52|Portugl||303.09|5|2|797
PT-718|LISBOA|Female|1920|High|2020|Julien|Chen|2|0|58|Portugal|Apartamento|95.81|5|4|747
PT-429|Lagos||1950|High|2015|Mark|Houchin|5|0|48|Portugal|Apartamento|269.28|5|2|859
PT-663||Female|1975||2023|Tsavii|Lorenz|1|1|31|USA|Apartamento|211.08|5|1|831
PT-963|Faro||1995|High|2015|Adriana|Chavez|4|1|51|ENGLAND|Apartamento|246.96|5|1|791
PT-771||Male|2004|Perfect|2016|Cheyenne|Billy|1|1|63||Quinta|199.16|5|2|851
PT-694|Faro||2012|High|2021|Jimmy|Okubo|2|0|42|Portugal|Apartamento|197.63|5|3|704
PT-133||Female|2016|Low|2016|Damaris|Aguirre|4|1|35|Pt|Quinta|101.92|5|3|755
PT-434|Lagos|Female|1997|High|2016|Teague|Mamdu|3|1|49|EUA|Apartamento|257.25|5|3|787
PT-618||Female|1996|Medium|2023|Chelsea|Venkateswaran|2|1|58|Pt|Vivenda|308.3|5|3|815
PT-945|Lisboa|Male|1995||2022|Andrew|Sohn|5|0|84|USA|Apartamento|167.36|5|3|881
PT-370||Female|2000|High|2022|Sirajuddeen|el-Ghaffari|6|0|42|Portugl|Quinta|166.99|5|2|756
PT-666|Lisboa||2015||2020|Elise|Tolmich|5|1|11||Vivenda|278.8|5|4|745
PT-900|PORTO||1996|High|2021|Youjin|Zhang|2|0|25|USA|Vivenda|200.31|5|3|735
PT-1387||Female|2016||2020|Peter|Sung|2|0|58|Pt||208.14|5|4|757
PT-80|Porto|Female|1996|High|2015|Paul|Casey|4|0|67|Prt|Apartamento|253.03|5|4|732
PT-38|Faro|Female|2013|High|2021|Phillip|Reyes|4|0|53|UK||275.22|5|2|755
PT-339|Porto||1995|Low|2018|Kamariah|Nichols|3|1|33||Quinta|226.82|5|2|777
PT-1114|Lisboa||2004|High|2020|Jonique|Bell|3|1|32|United States of America|Apartamento|221|5|3|771
PT-453|PORTO|Female|1997|Low|2015|Sarah|Blevans|1|1|42|||293.08|5|4|792
PT-1296|Faro|Male|2012||2023|Faaris|al-Barakat|6|0|37|England|Apartamento|251.1|5|30|740
PT-172|Lisboa|Male|2015||2023|Nicholas|Taylor|3|0|50|Portugl|Apartamento|264.78|5|2|874
PT-886|Coimbra|Male||Perfect|2015|Anastasiya|Newell|5|1|69|Portugl|Quinta|245.85|5|2|910
PT-1376|Lx|Male|2000||2015|Katelyn|Gibbs|5|1|57|Portugal||293.48|5|3|884
PT-691|Porto||2012|Low|2021|Vanessa|Ybarra|4|1|42|EUA|Apartamento|97.74|5|4|746
PT-72|||1980||2020|Maureen|Almaraz|4|1|14|ENGLAND||268.66|5|2|790
PT-1050|Lx|Female||High|2019|Sze|Chaivong|2|1|24||Apartamento|280.25|5|1|832
PT-146|Lisboa||1960|Very High|2021|Christopher|Price|1|0|35|Portugal||246.48|5|1|739
PT-1197|LISBOA||1996|High|2018|Sajaa|el-Abdalla|6|1|31||Apartamento|188.63|5|2|807
PT-328|Faro||2016|Medium|2015|Diana|Cook|1|1|45|Pt|Apartamento|112.33|5|3|686
PT-825|Porto|Male|1960|High|2015|Ryan|Bohling|5|1|47|United States of America|Quinta|106.67|5|1|834
PT-249||Male|2000|Medium|2018|Zaamil|el-Rasul|6|0|63|EUA|Apartamento|178.22|5|3|866
PT-491|Coimbra|Male|1960|Medium|2016|Ranny|Yanushonis|2|0|65|PT||145.97|5|2|775
PT-709|Portimão|Female|1975|Perfect|2018|Sarah|Smith|4|1|44|Pt|Quinta|125.48|5|3|811
PT-540|Lisboa|Male|2014||2020|Scottie|Carroll|1|0|54|UK|Quinta|268.22|5|3|772
PT-1182||Female||Medium|2021|Anthony|Martinez|4|0|49|Pt|Apartamento|209.46|5|4|731
PT-468|Lx|Female|1980|Perfect|2019|Tawfeeq|al-Moradi|6|0|56|PT|Vivenda|210.55|5|2|750
PT-343||Female|2017|High|2023|Marissa|Sanchez|4|1|33|PT|Apartamento|138.25|5|2|860
PT-680|Lx|Male|2012|High|2015|Kerry|Riehl|5|1|44|Portugal|Apartamento|174.88|5|4|826
PT-953|Lisboa|Female|1996|High|2021|Trevor|Myers|1|0|37||Quinta|198.67|5|4|688
PT-1348|Lisboa||1997|High|2018|Symphony|Collier|3|1|61|Prt|Apartamento|130.66|5|4|676
PT-1309|Lisboa|Female|1975|High|2017|Zayyaan|el-Ghattas|6|0|39|Portugal|Quinta|124.71|5|2|901
PT-588|Lisboa|Male|2015|High|2020|Ramla|al-Noori|6|1|75|Portugal|Vivenda|310.21|5|4|757
PT-660|Lisboa|Male|1980|High|2021|Pedro|Jimenez Ramirez|4|0|13|England||323.2|5|3|729
PT-89|Lisboa|Female|2002|Medium|2022|Brittney|Blackford|3|1|48|Prt|Apartamento|191.04|5|30|806
PT-544|Lx||2002|Perfect|2022|Nika|Tinsley|3|1|39|ENGLAND|Apartamento|146.53|5|4|827
PT-1095|Lisboa|Male|1900|High|2020|Majdi|al-Ghanem|6|0|23|United States of America|Quinta|174.59|5|1|774
PT-97|Lisboa|Male|2005|High|2016|Jocelyn|Lee|2|1|32|ENGLAND|Vivenda|293.35|5|1|669
PT-851|Lisboa|Female|1975|Very High|2022|Rikki|York|5|1|58|USA|Apartamento|309.15|5|2|791
PT-1393||Male|2003|Perfect|2023|Musheera|al-Malek|6|1|25||Apartamento|339.02|5|2|749
PT-1259|PORTO|||High|2019|Edrique|Montoya|4|0|36|UK|Vivenda|195.2|5|2|671
PT-651||Female|2005|High|2017|Cole|Raymond|5|0|13|Prt|Vivenda|186.39|5|4|802
PT-22|Lx|Female||Very High|2015|Deszane|Fox|3|1|56|PT|Vivenda|151.96|5|3|746
PT-764|||2017|High|2023|Demetrius|Purcell-Edwards|3|0|56|United States of America|Vivenda|283.34|5|3|762
PT-561|Lx|||High|2020|Saafiyya|el-Halim|6|1|42|Portugal|Apartamento|336.29|5|3|696
PT-511|Lagos|Female|1995||2023|Zachary|Henry|5|0|48|Portugl|Quinta|239.23|5|2|689
PT-351|Porto|Male|1980|High|2017|Ivan|Martinez-Lopez|4|0|67||Quinta|257.86|5|3|820
PT-482|Lisboa||1996|High|2015|Kyle|Strunk|2|0|43|UK||93.67|5|4|761
PT-118|Porto||2001|High|2018|Tammaam|el-Mirza|6|0|50|EUA|Vivenda|303.75|5|4|660
PT-1378|Coimbra|Male||Medium|2020|Megan|Lieb|1|1|33||Quinta|195.9|5|1|778
PT-1126|Proto|||Low|2022|Angelika|Vang|2|1|70|Portugal|Apartamento|315.81|5|4|816
PT-368|Portimão|Female||High|2015|Diego|Ramirez|4|0|70||Quinta|208.95|5|4|747
PT-973|PORTO|Female|1997|High|2015|Eddric|Saines|3|0|53|Prt|Vivenda|258.17|5|4|707
PT-543||Female|1998||2018|Parker|Balogh|1|0|92|Pt|Apartamento|92.53|5|2|644
PT-168|Lisboa|Female|1900|Low|2019|Barry|Varkhedi|2|0|46|Portugal|Apartamento|96.2|5|4|747
PT-135||Male||High|2018|Chantel|Jamison|1|1|54|Portugl||183.7|5|1|783
PT-662|Lisboa|Female|2014||2018|Sabiyya|al-Sawaya|6|1|61||Vivenda|148.79|5|3|747
PT-653|Lx||1980||2015|Bryce|Hedeshian|5|0|54|England||120.44|5|2|707
PT-888|Lisboa|Female|1999||2023|Danielle|Elson|5|1|67||Vivenda|157.34|5|4|781
PT-520|Lisboa||2006|Very High|2015|Austin|Manning|5|0|44|PT|Apartamento|305.32|5|4|848
PT-84|Lisboa|Female|1997|Low|2020|Nadeem|al-Burki|6|0|60|Portugal|Apartamento|202.87|5|3|728
PT-1055|Lisboa|Male|2000|High|2015|Shane|Vallejos|5|0|23|England||294.93|5|4|712
PT-3|Lisboa|Female|1995||2018|Baasim|al-Harron|6|0|33|ENGLAND|Vivenda|321.03|5|2|806
PT-952|Lisboa|Female|1996|High|2019|David|Manivanh|2|0|52|ENGLAND|Vivenda|326.32|5|30|706
PT-18|Porto|Female|2008|High|2020|Michael|Lucas|3|0|29|Portugal||197.59|5|1|692
PT-1192|Lisboa||2015|Very High|2015|Trenton|Guenther|5|0|31|Prt|Apartamento|316.06|5|4|700
PT-476|Lisboa|Female|2006||2023|Nafeesa|el-Darwish|6|1|42|Prt||157.22|5|2|824
PT-1214|Lisboa|||Medium|2018|Brooke|Timoteo|2|1|58|Portugal||188.65|5|4|741
